,music,pets,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dangerous_dogs,fear_of_public_speaking,smoking,alcohol,parents'_advice,internet_usage,branded_clothing,gender,left_-_right_handed,only_child
515,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1,1.0,1.0,3.0,3.0,former smoker,drink a lot,2.0,most of the day,5.0,male,right handed,no
516,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,5.0,1.0,3.0,tried smoking,never,5.0,few hours a day,5.0,male,right handed,no
517,5.0,2.0,3.0,2.0,1.0,3.0,1.0,3,4.0,4.0,5.0,4.0,former smoker,social drinker,4.0,few hours a day,4.0,female,right handed,no
518,5.0,5.0,2.0,1.0,5.0,2.0,2.0,1,1.0,3.0,2.0,3.0,former smoker,social drinker,4.0,less than an hour a day,4.0,female,right handed,no
519,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1.0,5.0,2.0,4.0,tried smoking,drink a lot,3.0,few hours a day,2.0,male,right handed,no
520,5.0,3.0,4.0,2.0,5.0,2.0,5.0,5,4.0,3.0,4.0,1.0,former smoker,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
521,5.0,4.0,3.0,4.0,5.0,1.0,1.0,1,3.0,2.0,4.0,5.0,tried smoking,drink a lot,3.0,few hours a day,1.0,female,right handed,yes
522,5.0,5.0,1.0,1.0,1.0,3.0,2.0,3,1.0,3.0,1.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
523,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,3.0,4.0,current smoker,social drinker,3.0,few hours a day,5.0,male,left handed,no
524,5.0,5.0,1.0,2.0,3.0,2.0,2.0,1,1.0,3.0,2.0,5.0,current smoker,drink a lot,4.0,less than an hour a day,5.0,female,right handed,no
525,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1,1.0,3.0,3.0,2.0,,social drinker,3.0,few hours a day,3.0,female,right handed,no
526,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2,2.0,4.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,no
527,4.0,5.0,1.0,1.0,1.0,2.0,3.0,3,3.0,2.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,2.0,female,left handed,yes
528,5.0,1.0,1.0,2.0,1.0,3.0,1.0,3,1.0,1.0,4.0,3.0,tried smoking,social drinker,3.0,most of the day,4.0,male,right handed,no
529,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1,1.0,3.0,1.0,3.0,never smoked,social drinker,3.0,few hours a day,4.0,male,right handed,no
530,5.0,2.0,1.0,2.0,3.0,3.0,3.0,1,2.0,2.0,4.0,2.0,former smoker,social drinker,2.0,most of the day,1.0,female,right handed,no
531,5.0,1.0,1.0,1.0,1.0,3.0,2.0,5,1.0,1.0,1.0,2.0,never smoked,social drinker,1.0,few hours a day,3.0,male,right handed,no
532,5.0,1.0,4.0,1.0,1.0,2.0,2.0,2,1.0,4.0,1.0,1.0,former smoker,drink a lot,4.0,few hours a day,2.0,female,right handed,yes
533,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,2.0,2.0,1.0,former smoker,social drinker,3.0,few hours a day,4.0,male,right handed,no
534,5.0,5.0,3.0,2.0,2.0,4.0,5.0,5,5.0,3.0,5.0,4.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
535,5.0,5.0,1.0,1.0,3.0,1.0,1.0,3,1.0,1.0,1.0,1.0,current smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,no
536,5.0,5.0,1.0,2.0,5.0,1.0,5.0,3,3.0,5.0,1.0,1.0,current smoker,drink a lot,3.0,few hours a day,5.0,female,right handed,no
537,5.0,1.0,3.0,1.0,3.0,2.0,2.0,3,1.0,5.0,3.0,3.0,tried smoking,drink a lot,3.0,few hours a day,2.0,male,right handed,no
538,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5,5.0,2.0,5.0,2.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
539,5.0,1.0,1.0,2.0,2.0,4.0,4.0,5,5.0,4.0,4.0,1.0,current smoker,social drinker,3.0,most of the day,4.0,male,right handed,no
540,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5,,4.0,3.0,3.0,former smoker,social drinker,3.0,few hours a day,4.0,male,right handed,yes
541,5.0,3.0,1.0,2.0,1.0,1.0,3.0,4,3.0,1.0,2.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
542,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4,4.0,2.0,3.0,4.0,former smoker,drink a lot,3.0,most of the day,3.0,,right handed,no
543,5.0,2.0,4.0,3.0,2.0,4.0,4.0,5,3.0,1.0,4.0,1.0,tried smoking,social drinker,4.0,most of the day,2.0,male,right handed,no
544,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1,2.0,4.0,5.0,3.0,former smoker,drink a lot,4.0,few hours a day,4.0,male,right handed,yes
545,5.0,1.0,5.0,3.0,1.0,3.0,3.0,3,3.0,3.0,5.0,3.0,former smoker,social drinker,5.0,most of the day,1.0,male,right handed,no
546,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,2.0,male,right handed,no
547,5.0,4.0,1.0,1.0,2.0,3.0,1.0,1,1.0,1.0,4.0,1.0,current smoker,social drinker,4.0,few hours a day,1.0,male,left handed,no
548,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5,2.0,1.0,3.0,3.0,never smoked,social drinker,4.0,less than an hour a day,3.0,female,right handed,no
549,5.0,2.0,3.0,3.0,5.0,2.0,2.0,5,5.0,5.0,1.0,1.0,current smoker,social drinker,3.0,less than an hour a day,1.0,female,left handed,no
550,5.0,5.0,1.0,1.0,4.0,3.0,5.0,4,4.0,1.0,4.0,4.0,tried smoking,social drinker,3.0,few hours a day,5.0,female,left handed,yes
551,5.0,1.0,4.0,3.0,5.0,4.0,5.0,4,3.0,2.0,5.0,4.0,tried smoking,never,4.0,less than an hour a day,2.0,female,right handed,no
552,5.0,5.0,2.0,2.0,1.0,2.0,5.0,5,5.0,3.0,3.0,1.0,former smoker,social drinker,2.0,few hours a day,3.0,female,right handed,no
553,3.0,5.0,1.0,4.0,4.0,3.0,5.0,4,4.0,5.0,4.0,3.0,never smoked,social drinker,3.0,few hours a day,3.0,female,right handed,yes
554,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3,2.0,2.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,yes
555,5.0,3.0,1.0,4.0,4.0,5.0,1.0,5,1.0,3.0,5.0,5.0,former smoker,social drinker,2.0,few hours a day,1.0,female,right handed,yes
556,5.0,2.0,2.0,1.0,1.0,2.0,5.0,5,5.0,4.0,5.0,4.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,yes
557,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5,4.0,5.0,4.0,5.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
558,,4.0,2.0,2.0,2.0,3.0,5.0,5,5.0,2.0,3.0,2.0,never smoked,social drinker,4.0,few hours a day,2.0,female,right handed,no
559,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5,3.0,5.0,4.0,3.0,current smoker,social drinker,3.0,most of the day,2.0,female,right handed,yes
560,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5,5.0,5.0,5.0,4.0,never smoked,social drinker,4.0,less than an hour a day,1.0,female,right handed,yes
561,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1,1.0,3.0,2.0,3.0,tried smoking,never,4.0,less than an hour a day,3.0,male,right handed,no
562,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3,1.0,1.0,3.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,male,right handed,yes
563,5.0,4.0,1.0,2.0,1.0,4.0,4.0,4,4.0,4.0,1.0,1.0,tried smoking,never,4.0,few hours a day,5.0,male,left handed,no
564,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5,5.0,1.0,2.0,1.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
565,5.0,2.0,1.0,1.0,3.0,3.0,5.0,4,4.0,3.0,3.0,4.0,former smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
566,5.0,4.0,2.0,1.0,2.0,4.0,3.0,5,2.0,1.0,2.0,5.0,never smoked,social drinker,4.0,less than an hour a day,3.0,female,right handed,no
567,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3,2.0,4.0,4.0,2.0,,drink a lot,2.0,few hours a day,4.0,male,right handed,no
568,5.0,1.0,2.0,5.0,3.0,3.0,3.0,5,4.0,4.0,5.0,3.0,tried smoking,social drinker,4.0,most of the day,2.0,female,right handed,no
569,5.0,5.0,4.0,2.0,3.0,1.0,2.0,3,2.0,1.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,no
570,5.0,3.0,1.0,1.0,1.0,4.0,1.0,5,4.0,5.0,4.0,1.0,former smoker,social drinker,3.0,few hours a day,5.0,male,left handed,no
571,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1,1.0,1.0,5.0,4.0,current smoker,never,5.0,few hours a day,4.0,male,right handed,yes
572,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1,1.0,3.0,2.0,3.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
573,4.0,4.0,1.0,1.0,1.0,3.0,5.0,5,5.0,1.0,1.0,3.0,never smoked,social drinker,3.0,most of the day,5.0,male,right handed,no
574,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,never smoked,social drinker,3.0,less than an hour a day,1.0,female,right handed,no
575,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,2.0,tried smoking,social drinker,2.0,less than an hour a day,4.0,female,right handed,no
576,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1,1.0,1.0,1.0,2.0,tried smoking,drink a lot,3.0,few hours a day,5.0,male,right handed,no
577,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5,5.0,2.0,5.0,2.0,former smoker,social drinker,2.0,few hours a day,3.0,female,right handed,no
578,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5,2.0,4.0,5.0,4.0,never smoked,social drinker,4.0,few hours a day,1.0,female,right handed,yes
579,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4,1.0,2.0,3.0,4.0,never smoked,social drinker,3.0,most of the day,2.0,male,right handed,yes
580,5.0,,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,tried smoking,social drinker,3.0,few hours a day,5.0,male,left handed,yes
581,5.0,5.0,2.0,2.0,3.0,3.0,5.0,5,3.0,4.0,5.0,4.0,current smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
582,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4,2.0,3.0,3.0,2.0,never smoked,drink a lot,2.0,few hours a day,4.0,male,right handed,no
583,5.0,4.0,2.0,1.0,4.0,2.0,1.0,1,1.0,1.0,2.0,2.0,tried smoking,social drinker,4.0,most of the day,4.0,male,right handed,no
584,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3,3.0,3.0,3.0,4.0,current smoker,drink a lot,4.0,most of the day,2.0,female,left handed,no
585,5.0,3.0,5.0,4.0,3.0,3.0,3.0,5,3.0,4.0,5.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,3.0,male,right handed,no
586,5.0,4.0,1.0,3.0,1.0,5.0,3.0,1,1.0,3.0,5.0,2.0,never smoked,never,3.0,few hours a day,1.0,male,right handed,no
587,5.0,5.0,2.0,3.0,3.0,1.0,3.0,3,1.0,1.0,2.0,2.0,former smoker,drink a lot,2.0,few hours a day,2.0,female,right handed,no
588,5.0,3.0,1.0,2.0,2.0,1.0,5.0,5,4.0,2.0,5.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,4.0,female,right handed,yes
589,5.0,4.0,1.0,5.0,3.0,1.0,5.0,1,1.0,2.0,1.0,1.0,current smoker,social drinker,4.0,few hours a day,5.0,female,right handed,no
590,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1,1.0,3.0,4.0,2.0,never smoked,drink a lot,4.0,few hours a day,2.0,male,right handed,no
591,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4,2.0,3.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
592,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5,5.0,3.0,3.0,2.0,tried smoking,never,4.0,few hours a day,4.0,female,right handed,yes
593,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,less than an hour a day,1.0,female,right handed,no
594,5.0,1.0,3.0,2.0,2.0,2.0,1.0,3,2.0,5.0,5.0,1.0,current smoker,never,1.0,few hours a day,4.0,male,right handed,no
595,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1,1.0,1.0,3.0,5.0,current smoker,drink a lot,2.0,most of the day,1.0,male,right handed,yes
596,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,4.0,current smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,
597,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4,4.0,3.0,4.0,5.0,tried smoking,social drinker,4.0,less than an hour a day,3.0,male,right handed,no
598,4.0,5.0,1.0,1.0,2.0,4.0,4.0,3,2.0,5.0,3.0,4.0,never smoked,never,3.0,few hours a day,2.0,male,left handed,no
599,5.0,2.0,3.0,1.0,2.0,4.0,2.0,2,2.0,3.0,3.0,3.0,never smoked,drink a lot,4.0,few hours a day,4.0,male,right handed,no
600,5.0,5.0,3.0,3.0,4.0,2.0,5.0,3,1.0,1.0,3.0,2.0,current smoker,social drinker,3.0,most of the day,2.0,female,right handed,yes
601,5.0,5.0,3.0,4.0,4.0,3.0,3.0,5,4.0,2.0,5.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
602,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2,2.0,1.0,2.0,1.0,former smoker,drink a lot,3.0,few hours a day,1.0,male,right handed,no
603,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4,4.0,4.0,2.0,2.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
604,5.0,5.0,2.0,3.0,5.0,4.0,5.0,5,3.0,3.0,5.0,5.0,current smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
605,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5,1.0,3.0,2.0,4.0,never smoked,social drinker,4.0,less than an hour a day,5.0,male,left handed,no
606,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1,1.0,2.0,3.0,2.0,never smoked,never,4.0,few hours a day,4.0,male,right handed,no
607,3.0,5.0,3.0,2.0,3.0,3.0,2.0,2,1.0,1.0,4.0,2.0,current smoker,drink a lot,5.0,less than an hour a day,1.0,female,right handed,no
608,3.0,4.0,3.0,4.0,2.0,4.0,2.0,5,2.0,4.0,2.0,3.0,current smoker,drink a lot,2.0,few hours a day,2.0,male,right handed,no
609,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,never smoked,,4.0,few hours a day,3.0,male,right handed,no
610,5.0,1.0,3.0,1.0,2.0,3.0,5.0,2,2.0,4.0,3.0,4.0,current smoker,social drinker,2.0,few hours a day,2.0,male,right handed,no
611,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4,3.0,2.0,3.0,3.0,tried smoking,social drinker,3.0,most of the day,4.0,female,right handed,yes
612,5.0,2.0,1.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,1.0,current smoker,social drinker,4.0,most of the day,5.0,male,right handed,no
613,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5,4.0,3.0,2.0,4.0,former smoker,drink a lot,4.0,most of the day,4.0,female,right handed,no
614,5.0,5.0,5.0,3.0,1.0,5.0,1.0,5,1.0,5.0,1.0,1.0,current smoker,social drinker,2.0,few hours a day,5.0,female,right handed,no
615,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,3.0,1.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,yes
616,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,drink a lot,1.0,few hours a day,4.0,male,right handed,yes
617,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1,3.0,2.0,3.0,1.0,current smoker,drink a lot,5.0,most of the day,5.0,female,right handed,no
618,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1.0,3.0,current smoker,social drinker,4.0,most of the day,3.0,female,right handed,yes
619,5.0,1.0,1.0,1.0,2.0,2.0,3.0,5,2.0,4.0,3.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
620,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3,1.0,2.0,2.0,4.0,former smoker,drink a lot,2.0,most of the day,3.0,male,right handed,no
621,4.0,3.0,4.0,1.0,1.0,3.0,5.0,1,2.0,5.0,4.0,5.0,tried smoking,social drinker,4.0,most of the day,5.0,,left handed,no
622,5.0,5.0,5.0,2.0,3.0,2.0,2.0,4,1.0,4.0,1.0,1.0,former smoker,drink a lot,4.0,few hours a day,3.0,female,right handed,no
623,5.0,3.0,1.0,1.0,2.0,4.0,1.0,5,2.0,2.0,4.0,2.0,former smoker,drink a lot,3.0,few hours a day,1.0,male,right handed,no
624,5.0,2.0,3.0,1.0,4.0,1.0,5.0,2,1.0,2.0,1.0,4.0,tried smoking,social drinker,2.0,few hours a day,4.0,female,right handed,no
625,5.0,5.0,1.0,3.0,3.0,3.0,5.0,5,5.0,1.0,4.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,yes
626,5.0,4.0,3.0,4.0,4.0,5.0,2.0,2,4.0,3.0,2.0,3.0,current smoker,never,3.0,less than an hour a day,3.0,female,right handed,no
627,5.0,1.0,4.0,4.0,3.0,3.0,3.0,4,4.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,less than an hour a day,5.0,female,right handed,no
628,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,yes
629,5.0,5.0,1.0,3.0,2.0,1.0,3.0,5,2.0,1.0,2.0,2.0,,,4.0,few hours a day,3.0,female,right handed,yes
630,5.0,1.0,3.0,3.0,3.0,5.0,5.0,4,4.0,1.0,5.0,5.0,never smoked,social drinker,3.0,few hours a day,3.0,female,right handed,no
631,5.0,5.0,3.0,1.0,1.0,2.0,4.0,2,2.0,3.0,5.0,1.0,never smoked,never,3.0,few hours a day,3.0,female,right handed,no
632,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1,1.0,4.0,3.0,4.0,never smoked,never,4.0,few hours a day,3.0,male,right handed,no
633,5.0,3.0,1.0,1.0,1.0,4.0,1.0,3,1.0,1.0,3.0,1.0,never smoked,social drinker,3.0,less than an hour a day,3.0,male,right handed,no
634,5.0,2.0,1.0,1.0,2.0,1.0,4.0,3,2.0,2.0,3.0,2.0,never smoked,social drinker,4.0,few hours a day,5.0,female,right handed,no
635,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3,3.0,4.0,4.0,4.0,tried smoking,drink a lot,4.0,less than an hour a day,2.0,female,right handed,no
636,5.0,4.0,2.0,3.0,3.0,3.0,3.0,1,1.0,3.0,1.0,1.0,current smoker,drink a lot,4.0,few hours a day,4.0,male,right handed,no
637,5.0,5.0,1.0,1.0,2.0,2.0,1.0,3,2.0,3.0,4.0,1.0,never smoked,social drinker,3.0,less than an hour a day,4.0,male,right handed,no
638,5.0,5.0,2.0,1.0,2.0,5.0,3.0,3,2.0,4.0,4.0,3.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
639,5.0,1.0,3.0,1.0,2.0,5.0,3.0,2,1.0,3.0,3.0,4.0,never smoked,social drinker,3.0,few hours a day,2.0,male,right handed,no
640,5.0,4.0,1.0,3.0,1.0,2.0,5.0,5,5.0,3.0,5.0,3.0,current smoker,social drinker,5.0,few hours a day,5.0,female,right handed,no
641,5.0,3.0,2.0,2.0,3.0,4.0,2.0,2,2.0,5.0,2.0,3.0,tried smoking,social drinker,3.0,most of the day,2.0,male,right handed,no
642,4.0,5.0,1.0,2.0,2.0,5.0,1.0,1,1.0,3.0,5.0,4.0,tried smoking,social drinker,4.0,most of the day,4.0,male,right handed,yes
643,5.0,5.0,1.0,2.0,4.0,1.0,2.0,2,2.0,1.0,2.0,2.0,former smoker,social drinker,4.0,few hours a day,2.0,female,right handed,no
644,4.0,5.0,1.0,2.0,2.0,1.0,4.0,2,1.0,2.0,3.0,2.0,tried smoking,social drinker,5.0,few hours a day,5.0,female,right handed,no
645,5.0,5.0,1.0,3.0,1.0,2.0,1.0,2,1.0,2.0,4.0,3.0,tried smoking,never,4.0,few hours a day,4.0,male,right handed,yes
646,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,left handed,no
647,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5,5.0,1.0,5.0,3.0,tried smoking,social drinker,3.0,most of the day,2.0,female,right handed,yes
648,5.0,2.0,3.0,4.0,4.0,3.0,4.0,4,4.0,4.0,5.0,3.0,never smoked,never,3.0,few hours a day,2.0,female,right handed,no
649,5.0,5.0,1.0,2.0,2.0,2.0,5.0,2,1.0,1.0,1.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,no
650,5.0,5.0,2.0,1.0,1.0,2.0,2.0,2,4.0,4.0,3.0,3.0,tried smoking,social drinker,2.0,few hours a day,3.0,male,left handed,no
651,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3,1.0,2.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
652,4.0,1.0,3.0,1.0,2.0,3.0,4.0,4,4.0,2.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,yes
653,5.0,5.0,1.0,1.0,3.0,3.0,2.0,3,4.0,1.0,2.0,2.0,former smoker,social drinker,4.0,few hours a day,1.0,female,left handed,yes
654,4.0,4.0,2.0,2.0,2.0,3.0,4.0,5,5.0,3.0,3.0,2.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,no
655,5.0,1.0,3.0,2.0,4.0,3.0,4.0,4,4.0,3.0,5.0,4.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
656,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5,5.0,3.0,5.0,3.0,never smoked,never,,few hours a day,5.0,female,left handed,no
657,5.0,3.0,1.0,4.0,5.0,3.0,4.0,5,5.0,4.0,3.0,2.0,never smoked,never,3.0,most of the day,3.0,female,right handed,yes
658,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,former smoker,social drinker,3.0,few hours a day,2.0,male,right handed,no
659,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1,1.0,5.0,4.0,5.0,former smoker,social drinker,3.0,few hours a day,5.0,male,right handed,no
660,5.0,1.0,3.0,3.0,5.0,4.0,2.0,5,5.0,5.0,5.0,5.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,female,right handed,no
661,5.0,4.0,1.0,2.0,2.0,3.0,2.0,2,3.0,4.0,3.0,3.0,current smoker,drink a lot,3.0,few hours a day,3.0,female,right handed,yes
662,5.0,5.0,1.0,3.0,3.0,3.0,4.0,5,3.0,1.0,4.0,5.0,former smoker,drink a lot,2.0,few hours a day,4.0,female,right handed,no
663,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,never smoked,never,3.0,no time at all,3.0,male,right handed,no
664,5.0,2.0,1.0,3.0,5.0,4.0,2.0,5,5.0,4.0,4.0,2.0,never smoked,never,4.0,few hours a day,,female,right handed,no
665,5.0,5.0,1.0,1.0,1.0,2.0,3.0,1,1.0,3.0,4.0,4.0,current smoker,social drinker,3.0,few hours a day,3.0,female,left handed,no
666,5.0,5.0,1.0,1.0,2.0,1.0,2.0,1,1.0,2.0,1.0,3.0,former smoker,social drinker,3.0,few hours a day,1.0,female,right handed,no
667,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1.0,4.0,former smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
668,5.0,2.0,1.0,3.0,3.0,4.0,2.0,1,1.0,4.0,1.0,2.0,tried smoking,drink a lot,2.0,few hours a day,4.0,male,left handed,yes
669,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,yes
670,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
671,5.0,5.0,2.0,2.0,5.0,5.0,2.0,3,5.0,5.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
672,3.0,5.0,1.0,3.0,2.0,1.0,5.0,5,3.0,5.0,5.0,4.0,former smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
673,4.0,5.0,3.0,1.0,1.0,3.0,4.0,3,1.0,3.0,3.0,2.0,tried smoking,social drinker,3.0,less than an hour a day,2.0,female,right handed,no
674,5.0,3.0,1.0,1.0,1.0,2.0,1.0,3,3.0,3.0,2.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,2.0,male,right handed,no
675,5.0,2.0,4.0,5.0,3.0,2.0,4.0,3,3.0,2.0,5.0,4.0,never smoked,social drinker,4.0,most of the day,3.0,female,right handed,no
676,5.0,3.0,1.0,2.0,2.0,2.0,3.0,3,4.0,3.0,3.0,3.0,current smoker,drink a lot,3.0,few hours a day,2.0,female,right handed,no
677,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,3.0,5.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
678,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1,3.0,3.0,1.0,5.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
679,5.0,5.0,3.0,1.0,2.0,1.0,1.0,2,3.0,3.0,5.0,5.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,left handed,yes
680,5.0,5.0,1.0,3.0,2.0,1.0,5.0,3,1.0,1.0,1.0,3.0,former smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
681,5.0,3.0,3.0,2.0,4.0,4.0,5.0,4,1.0,1.0,1.0,4.0,former smoker,drink a lot,3.0,few hours a day,3.0,female,right handed,no
682,4.0,5.0,3.0,1.0,1.0,2.0,2.0,5,3.0,2.0,4.0,3.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,no
683,5.0,5.0,5.0,4.0,2.0,3.0,,4,5.0,3.0,5.0,3.0,never smoked,never,4.0,less than an hour a day,1.0,female,right handed,yes
684,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3,5.0,1.0,3.0,4.0,former smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
685,5.0,5.0,2.0,3.0,2.0,4.0,4.0,4,3.0,1.0,2.0,4.0,current smoker,social drinker,4.0,few hours a day,2.0,female,right handed,yes
686,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,male,right handed,yes
